,Unnamed: 0,area_type,balcony,price,bhk
3034,3034,Super built-up  Area,1.00,99.00,2.00
3035,3035,Super built-up  Area,1.00,120.00,3.00
3036,3036,Super built-up  Area,3.00,75.00,3.00
3037,3037,Plot  Area,1.00,70.00,2.00
3038,3038,Super built-up  Area,1.00,103.00,5.00
3039,3039,Built-up  Area,3.00,89.00,7.00
3040,3040,Super built-up  Area,2.00,124.00,3.00
3041,3041,Super built-up  Area,1.00,69.00,2.00
3042,3042,Built-up  Area,1.00,54.00,2.00
3043,3043,Super built-up  Area,2.00,40.00,2.00
3044,3044,Super built-up  Area,2.00,115.00,3.00
3045,3045,Plot  Area,2.00,235.00,5.00
3046,3046,Super built-up  Area,1.00,25.00,1.00
3047,3047,Super built-up  Area,3.00,58.00,2.00
3048,3048,Super built-up  Area,2.00,37.50,2.00
3049,3049,Super built-up  Area,1.00,75.00,3.00
3050,3050,Built-up  Area,1.00,75.00,3.00
3051,3051,Super built-up  Area,2.00,46.50,3.00
3052,3052,Super built-up  Area,1.00,79.00,2.00
3053,3053,Super built-up  Area,3.00,49.00,2.00
3054,3054,Plot  Area,1.00,81.00,4.00
3055,3055,Super built-up  Area,2.00,46.00,2.00
3056,3056,Super built-up  Area,2.00,49.73,2.00
3057,3057,Plot  Area,1.00,200.00,3.00
3058,3058,Super built-up  Area,2.00,50.00,2.00
3059,3059,Super built-up  Area,1.00,47.40,2.00
3060,3060,Super built-up  Area,1.00,45.00,2.00
3061,3061,Super built-up  Area,3.00,67.00,3.00
3062,3062,Super built-up  Area,3.00,260.00,3.00
3063,3063,Super built-up  Area,2.00,113.00,3.00
3064,3064,Super built-up  Area,3.00,130.00,5.00
3065,3065,Super built-up  Area,0.00,71.00,3.00
3066,3066,Super built-up  Area,2.00,43.00,2.00
3067,3067,Plot  Area,1.00,31.70,1.00
3068,3068,Super built-up  Area,1.00,75.00,2.00
3069,3069,Super built-up  Area,2.00,48.00,2.00
3070,3070,Super built-up  Area,2.00,61.50,3.00
3071,3071,Super built-up  Area,3.00,55.00,2.00
3072,3072,Super built-up  Area,2.00,260.00,3.00
3073,3073,Plot  Area,0.00,85.00,3.00
3074,3074,Super built-up  Area,3.00,50.00,2.00
3075,3075,Super built-up  Area,2.00,570.00,4.00
3076,3076,Super built-up  Area,3.00,65.00,3.00
3077,3077,Plot  Area,0.00,110.00,4.00
3078,3078,Super built-up  Area,3.00,40.31,3.00
3079,3079,Super built-up  Area,1.00,55.00,3.00
3080,3080,Built-up  Area,0.00,60.00,2.00
3081,3081,Super built-up  Area,1.00,85.00,2.00
3082,3082,Super built-up  Area,2.00,30.22,3.00
3083,3083,Plot  Area,1.00,110.00,5.00
3084,3084,Super built-up  Area,3.00,60.00,2.00
3085,3085,Super built-up  Area,2.00,42.18,2.00
3086,3086,Super built-up  Area,1.00,75.00,2.00
3087,3087,Plot  Area,2.00,199.00,5.00
3088,3088,Super built-up  Area,2.00,125.00,3.00
3089,3089,Super built-up  Area,2.00,42.50,3.00
3090,3090,Built-up  Area,2.00,50.00,2.00
3091,3091,Super built-up  Area,1.00,83.09,2.00
3092,3092,Plot  Area,3.00,250.00,6.00
3093,3093,Super built-up  Area,1.00,75.00,2.00
3094,3094,Super built-up  Area,2.00,170.00,3.00
3095,3095,Plot  Area,1.00,110.00,8.00
3096,3096,Super built-up  Area,0.00,525.00,10.00
3097,3097,Plot  Area,0.00,195.00,5.00
3098,3098,Super built-up  Area,1.00,135.00,3.00
3099,3099,Super built-up  Area,2.00,33.00,2.00
3100,3100,Super built-up  Area,2.00,241.00,3.00
3101,3101,Built-up  Area,2.00,54.60,3.00
3102,3102,Built-up  Area,1.00,27.00,2.00
3103,3103,Super built-up  Area,2.00,113.00,2.00
3104,3104,Super built-up  Area,3.00,180.00,3.00
3105,3105,Plot  Area,3.00,220.00,6.00
3106,3106,Super built-up  Area,3.00,55.00,2.00
3107,3107,Super built-up  Area,1.00,56.00,3.00
3108,3108,Built-up  Area,2.00,50.00,2.00
3109,3109,Super built-up  Area,3.00,240.00,4.00
3110,3110,Super built-up  Area,1.00,69.84,3.00
3111,3111,Super built-up  Area,1.00,282.00,4.00
3112,3112,Super built-up  Area,2.00,70.00,2.00
3113,3113,Plot  Area,3.00,110.00,3.00
3114,3114,Built-up  Area,0.00,285.00,3.00
3115,3115,Super built-up  Area,2.00,54.79,3.00
3116,3116,Super built-up  Area,1.00,40.00,2.00
3117,3117,Super built-up  Area,2.00,510.00,4.00
3118,3118,Super built-up  Area,1.00,170.00,2.00
3119,3119,Super built-up  Area,1.00,54.79,3.00
3120,3120,Super built-up  Area,2.00,62.00,2.00
3121,3121,Plot  Area,0.00,95.00,4.00
3122,3122,Built-up  Area,0.00,300.00,4.00
3123,3123,Plot  Area,3.00,240.00,5.00
3124,3124,Plot  Area,2.00,253.00,4.00
3125,3125,Super built-up  Area,2.00,62.00,3.00
3126,3126,Built-up  Area,2.00,130.00,3.00
3127,3127,Super built-up  Area,3.00,73.00,2.00
3128,3128,Super built-up  Area,2.00,61.44,3.00
3129,3129,Super built-up  Area,2.00,42.00,2.00
3130,3130,Super built-up  Area,2.00,55.00,2.00
3131,3131,Super built-up  Area,2.00,91.84,3.00
3132,3132,Super built-up  Area,1.00,62.17,2.00
3133,3133,Super built-up  Area,2.00,140.00,3.00
3134,3134,Super built-up  Area,3.00,386.00,4.00
3135,3135,Super built-up  Area,2.00,39.06,2.00
3136,3136,Super built-up  Area,2.00,50.00,2.00
3137,3137,Super built-up  Area,1.00,44.00,2.00
3138,3138,Super built-up  Area,2.00,800.00,3.00
3139,3139,Super built-up  Area,2.00,50.00,3.00
3140,3140,Super built-up  Area,3.00,515.00,5.00
3141,3141,Super built-up  Area,1.00,60.00,2.00
3142,3142,Super built-up  Area,2.00,83.09,3.00
3143,3143,Super built-up  Area,2.00,52.00,2.00
3144,3144,Super built-up  Area,2.00,75.00,3.00
3145,3145,Super built-up  Area,2.00,125.00,3.00
3146,3146,Super built-up  Area,2.00,74.00,3.00
3147,3147,Super built-up  Area,1.00,80.91,3.00
3148,3148,Super built-up  Area,1.00,86.12,3.00
3149,3149,Super built-up  Area,2.00,70.00,3.00
3150,3150,Super built-up  Area,1.00,105.00,3.00
3151,3151,Plot  Area,3.00,725.00,4.00
3152,3152,Super built-up  Area,1.00,60.00,1.00
3153,3153,Plot  Area,0.00,62.00,3.00
3154,3154,Built-up  Area,2.00,410.00,4.00
3155,3155,Plot  Area,2.00,175.00,3.00
3156,3156,Super built-up  Area,1.00,220.00,4.00
3157,3157,Plot  Area,1.00,85.00,4.00
3158,3158,Super built-up  Area,2.00,250.00,3.00
3159,3159,Super built-up  Area,2.00,110.00,3.00
3160,3160,Built-up  Area,1.00,48.00,2.00
3161,3161,Super built-up  Area,2.00,53.00,3.00
3162,3162,Super built-up  Area,3.00,70.00,3.00
3163,3163,Plot  Area,3.00,345.00,4.00
3164,3164,Plot  Area,1.00,1500.00,4.00
3165,3165,Built-up  Area,2.00,80.00,3.00
3166,3166,Built-up  Area,1.00,75.00,2.00
3167,3167,Super built-up  Area,2.00,60.00,3.00
3168,3168,Super built-up  Area,2.00,92.66,2.00
3169,3169,Super built-up  Area,0.00,230.00,4.00
3170,3170,Super built-up  Area,1.00,53.00,1.00
3171,3171,Super built-up  Area,2.00,22.00,2.00
3172,3172,Plot  Area,2.00,350.00,4.00
3173,3173,Super built-up  Area,2.00,49.11,2.00
3174,3174,Super built-up  Area,0.00,260.50,4.00
3175,3175,Built-up  Area,1.00,55.00,3.00
3176,3176,Super built-up  Area,3.00,45.15,3.00
3177,3177,Super built-up  Area,2.00,90.00,2.00
3178,3178,Super built-up  Area,2.00,60.60,3.00
3179,3179,Built-up  Area,2.00,85.50,3.00
3180,3180,Super built-up  Area,3.00,2700.00,5.00
3181,3181,Super built-up  Area,2.00,45.00,2.00
3182,3182,Built-up  Area,0.00,210.00,3.00
3183,3183,Super built-up  Area,2.00,59.50,3.00
3184,3184,Super built-up  Area,2.00,100.00,3.00
3185,3185,Super built-up  Area,0.00,108.00,3.00
3186,3186,Super built-up  Area,2.00,59.10,3.00
3187,3187,Super built-up  Area,3.00,41.00,2.00
3188,3188,Super built-up  Area,3.00,170.00,3.00
3189,3189,Super built-up  Area,1.00,31.75,1.00
3190,3190,Super built-up  Area,1.00,38.00,3.00
3191,3191,Plot  Area,3.00,160.00,7.00
3192,3192,Super built-up  Area,2.00,50.89,2.00
3193,3193,Super built-up  Area,1.00,327.00,3.00
3194,3194,Super built-up  Area,1.00,67.40,2.00
3195,3195,Built-up  Area,2.00,82.00,4.00
3196,3196,Super built-up  Area,1.00,80.00,3.00
3197,3197,Built-up  Area,2.00,160.00,3.00
3198,3198,Super built-up  Area,3.00,110.00,3.00
3199,3199,Built-up  Area,1.00,61.00,2.00
3200,3200,Super built-up  Area,2.00,64.31,3.00
3201,3201,Super built-up  Area,2.00,46.79,2.00
3202,3202,Built-up  Area,0.00,46.00,2.00
3203,3203,Super built-up  Area,2.00,60.00,2.00
3204,3204,Super built-up  Area,1.00,54.50,2.00
3205,3205,Super built-up  Area,2.00,113.00,3.00
3206,3206,Super built-up  Area,2.00,99.00,3.00
3207,3207,Super built-up  Area,3.00,155.00,4.00
3208,3208,Super built-up  Area,2.00,70.00,2.00
3209,3209,Super built-up  Area,3.00,68.20,2.00
3210,3210,Super built-up  Area,2.00,136.00,3.00
3211,3211,Built-up  Area,0.00,170.00,7.00
3212,3212,Super built-up  Area,1.00,41.00,2.00
3213,3213,Built-up  Area,2.00,66.00,3.00
3214,3214,Built-up  Area,2.00,65.00,3.00
3215,3215,Super built-up  Area,0.00,51.22,2.00
3216,3216,Super built-up  Area,1.00,99.39,2.00
3217,3217,Super built-up  Area,1.00,95.00,3.00
3218,3218,Super built-up  Area,1.00,90.87,2.00
3219,3219,Super built-up  Area,0.00,97.16,2.00
3220,3220,Plot  Area,3.00,342.00,4.00
3221,3221,Built-up  Area,2.00,63.00,3.00
3222,3222,Super built-up  Area,1.00,87.00,2.00
3223,3223,Plot  Area,0.00,245.00,6.00
3224,3224,Built-up  Area,1.00,55.00,1.00
3225,3225,Built-up  Area,0.00,55.00,2.00
3226,3226,Super built-up  Area,1.00,22.80,2.00
3227,3227,Built-up  Area,1.00,200.00,2.00
3228,3228,Built-up  Area,1.00,140.00,5.00
3229,3229,Built-up  Area,2.00,60.00,3.00
3230,3230,Super built-up  Area,1.00,33.45,2.00
3231,3231,Super built-up  Area,2.00,360.00,3.00
3232,3232,Super built-up  Area,2.00,125.00,3.00
3233,3233,Super built-up  Area,1.00,69.00,3.00
3234,3234,Super built-up  Area,1.00,56.32,2.00
3235,3235,Plot  Area,0.00,250.00,5.00
3236,3236,Plot  Area,1.00,46.13,2.00
3237,3237,Built-up  Area,1.00,130.00,3.00
3238,3238,Super built-up  Area,1.00,35.00,2.00
3239,3239,Plot  Area,1.00,105.00,2.00
3240,3240,Super built-up  Area,2.00,66.50,2.00
3241,3241,Plot  Area,1.00,275.00,4.00
3242,3242,Super built-up  Area,2.00,108.00,3.00
3243,3243,Super built-up  Area,1.00,41.75,2.00
3244,3244,Plot  Area,0.00,200.00,3.00
3245,3245,Super built-up  Area,2.00,79.00,3.00
3246,3246,Plot  Area,1.00,75.00,4.00
3247,3247,Built-up  Area,1.00,45.00,2.00
3248,3248,Super built-up  Area,2.00,90.00,3.00
3249,3249,Carpet  Area,1.00,180.00,3.00
3250,3250,Carpet  Area,2.00,88.00,3.00
3251,3251,Super built-up  Area,2.00,115.00,3.00
3252,3252,Plot  Area,1.00,65.00,2.00
3253,3253,Super built-up  Area,1.00,48.00,2.00
3254,3254,Built-up  Area,1.00,60.00,2.00
3255,3255,Built-up  Area,2.00,50.00,2.00
3256,3256,Super built-up  Area,2.00,115.00,3.00
3257,3257,Super built-up  Area,1.00,46.00,2.00
3258,3258,Plot  Area,0.00,66.00,2.00
3259,3259,Super built-up  Area,1.00,50.00,2.00
3260,3260,Built-up  Area,1.00,102.00,2.00
3261,3261,Built-up  Area,1.00,23.00,2.00
3262,3262,Super built-up  Area,3.00,380.00,4.00
3263,3263,Super built-up  Area,2.00,70.00,2.00
3264,3264,Super built-up  Area,0.00,146.00,4.00
3265,3265,Super built-up  Area,2.00,77.50,3.00
3266,3266,Super built-up  Area,1.00,39.50,2.00
3267,3267,Built-up  Area,2.00,55.00,2.00
3268,3268,Super built-up  Area,2.00,41.00,2.00
3269,3269,Built-up  Area,1.00,36.00,2.00
3270,3270,Built-up  Area,2.00,49.50,2.00
3271,3271,Super built-up  Area,1.00,59.80,2.00
3272,3272,Super built-up  Area,2.00,60.00,2.00
3273,3273,Super built-up  Area,1.00,48.00,2.00
3274,3274,Super built-up  Area,0.00,35.00,2.00
3275,3275,Plot  Area,2.00,90.00,4.00
3276,3276,Super built-up  Area,1.00,103.00,3.00
3277,3277,Super built-up  Area,2.00,58.86,2.00
3278,3278,Built-up  Area,1.00,30.00,1.00
3279,3279,Super built-up  Area,2.00,174.00,3.00
3280,3280,Super built-up  Area,2.00,46.00,2.00
3281,3281,Super built-up  Area,2.00,150.00,3.00
3282,3282,Plot  Area,2.00,125.00,5.00
3283,3283,Super built-up  Area,2.00,65.00,3.00
3284,3284,Super built-up  Area,2.00,65.00,2.00
3285,3285,Plot  Area,2.00,378.00,4.00
3286,3286,Built-up  Area,2.00,130.00,4.00
3287,3287,Super built-up  Area,1.00,37.46,2.00
3288,3288,Plot  Area,2.00,70.00,3.00
3289,3289,Built-up  Area,2.00,139.00,3.00
3290,3290,Super built-up  Area,0.00,153.00,3.00
3291,3291,Plot  Area,0.00,375.00,5.00
3292,3292,Super built-up  Area,2.00,46.00,2.00
3293,3293,Built-up  Area,1.00,450.00,4.00
3294,3294,Super built-up  Area,2.00,56.00,2.00
3295,3295,Super built-up  Area,2.00,130.00,2.00
3296,3296,Super built-up  Area,1.00,82.00,3.00
3297,3297,Plot  Area,2.00,110.00,6.00
3298,3298,Built-up  Area,0.00,55.00,2.00
3299,3299,Super built-up  Area,1.00,35.00,2.00
3300,3300,Super built-up  Area,3.00,95.00,4.00
3301,3301,Super built-up  Area,1.00,53.00,2.00
3302,3302,Plot  Area,1.00,317.00,3.00
3303,3303,Super built-up  Area,2.00,58.00,3.00
3304,3304,Built-up  Area,3.00,46.00,2.00
3305,3305,Super built-up  Area,2.00,52.00,3.00
3306,3306,Built-up  Area,1.00,55.00,3.00
3307,3307,Super built-up  Area,2.00,75.00,3.00
3308,3308,Built-up  Area,2.00,105.00,2.00
3309,3309,Super built-up  Area,2.00,68.00,3.00
3310,3310,Built-up  Area,1.00,56.80,2.00
3311,3311,Super built-up  Area,1.00,55.00,2.00
3312,3312,Super built-up  Area,2.00,61.00,2.00
3313,3313,Built-up  Area,0.00,145.00,3.00
3314,3314,Super built-up  Area,2.00,46.37,2.00
3315,3315,Plot  Area,2.00,200.00,3.00
3316,3316,Super built-up  Area,2.00,76.30,3.00
3317,3317,Built-up  Area,0.00,200.00,6.00
3318,3318,Super built-up  Area,2.00,89.75,3.00
3319,3319,Super built-up  Area,2.00,65.00,3.00
3320,3320,Super built-up  Area,1.00,50.50,3.00
3321,3321,Super built-up  Area,2.00,73.00,2.00
3322,3322,Super built-up  Area,3.00,25.00,2.00
3323,3323,Super built-up  Area,1.00,98.00,2.00
3324,3324,Super built-up  Area,1.00,33.66,2.00
3325,3325,Super built-up  Area,3.00,93.94,3.00
3326,3326,Built-up  Area,1.00,60.00,2.00
3327,3327,Super built-up  Area,1.00,30.75,2.00
3328,3328,Plot  Area,1.00,120.00,3.00
3329,3329,Built-up  Area,2.00,120.00,3.00
3330,3330,Super built-up  Area,3.00,123.00,3.00
3331,3331,Super built-up  Area,2.00,24.00,2.00
3332,3332,Super built-up  Area,2.00,110.00,3.00
3333,3333,Super built-up  Area,1.00,60.00,2.00
3334,3334,Super built-up  Area,1.00,65.00,3.00
3335,3335,Super built-up  Area,0.00,90.00,2.00
3336,3336,Super built-up  Area,1.00,46.08,1.00
3337,3337,Super built-up  Area,2.00,70.00,2.00
3338,3338,Super built-up  Area,1.00,83.87,3.00
3339,3339,Built-up  Area,2.00,300.00,3.00
3340,3340,Super built-up  Area,1.00,75.55,3.00
3341,3341,Carpet  Area,1.00,60.00,2.00
3342,3342,Plot  Area,0.00,50.00,3.00
3343,3343,Built-up  Area,0.00,260.00,4.00
3344,3344,Super built-up  Area,2.00,75.00,3.00
3345,3345,Plot  Area,1.00,71.80,3.00
3346,3346,Super built-up  Area,0.00,285.00,3.00
3347,3347,Super built-up  Area,2.00,53.00,3.00
3348,3348,Built-up  Area,0.00,53.00,2.00
3349,3349,Super built-up  Area,2.00,200.00,3.00
3350,3350,Super built-up  Area,1.00,68.38,2.00
3351,3351,Super built-up  Area,2.00,32.00,3.00
3352,3352,Built-up  Area,3.00,73.00,3.00
3353,3353,Super built-up  Area,2.00,52.80,2.00
3354,3354,Super built-up  Area,0.00,385.00,5.00
3355,3355,Super built-up  Area,1.00,46.00,2.00
3356,3356,Super built-up  Area,0.00,125.50,4.00
3357,3357,Plot  Area,3.00,325.00,4.00
3358,3358,Super built-up  Area,3.00,125.00,3.00
3359,3359,Super built-up  Area,2.00,64.00,2.00
3360,3360,Super built-up  Area,1.00,78.00,2.00
3361,3361,Super built-up  Area,2.00,75.00,3.00
3362,3362,Super built-up  Area,1.00,60.00,2.00
3363,3363,Super built-up  Area,0.00,50.00,3.00
3364,3364,Super built-up  Area,0.00,32.79,1.00
3365,3365,Super built-up  Area,2.00,75.00,3.00
3366,3366,Super built-up  Area,2.00,115.00,3.00
3367,3367,Super built-up  Area,3.00,210.00,4.00
3368,3368,Super built-up  Area,1.00,28.29,1.00
3369,3369,Built-up  Area,0.00,83.00,3.00
3370,3370,Super built-up  Area,0.00,66.40,3.00
3371,3371,Super built-up  Area,1.00,32.49,2.00
3372,3372,Super built-up  Area,2.00,65.00,3.00
3373,3373,Super built-up  Area,1.00,58.00,2.00
3374,3374,Super built-up  Area,1.00,41.43,2.00
3375,3375,Super built-up  Area,1.00,150.00,3.00
3376,3376,Super built-up  Area,1.00,21.00,1.00
3377,3377,Super built-up  Area,0.00,90.00,5.00
3378,3378,Super built-up  Area,2.00,55.90,2.00
3379,3379,Super built-up  Area,0.00,490.00,19.00
3380,3380,Plot  Area,2.00,78.00,3.00
3381,3381,Built-up  Area,1.00,35.00,2.00
3382,3382,Super built-up  Area,2.00,140.00,3.00
3383,3383,Super built-up  Area,2.00,115.00,3.00
3384,3384,Super built-up  Area,2.00,65.00,2.00
3385,3385,Super built-up  Area,1.00,220.00,3.00
3386,3386,Super built-up  Area,3.00,64.31,3.00
3387,3387,Super built-up  Area,3.00,205.00,4.00
3388,3388,Plot  Area,0.00,50.00,5.00
3389,3389,Super built-up  Area,1.00,75.00,2.00
3390,3390,Plot  Area,1.00,67.00,2.00
3391,3391,Built-up  Area,3.00,41.00,2.00
3392,3392,Built-up  Area,1.00,49.00,2.00
3393,3393,Super built-up  Area,2.00,30.00,2.00
3394,3394,Built-up  Area,0.00,95.00,3.00
3395,3395,Plot  Area,1.00,150.00,6.00
3396,3396,Super built-up  Area,3.00,89.06,2.00
3397,3397,Plot  Area,0.00,170.00,6.00
3398,3398,Built-up  Area,3.00,123.00,3.00
3399,3399,Super built-up  Area,1.00,61.25,2.00
3400,3400,Built-up  Area,1.00,50.00,3.00
3401,3401,Super built-up  Area,1.00,73.00,2.00
3402,3402,Super built-up  Area,3.00,37.00,2.00
3403,3403,Super built-up  Area,2.00,141.00,3.00
3404,3404,Super built-up  Area,1.00,26.00,1.00
3405,3405,Super built-up  Area,2.00,48.51,3.00
3406,3406,Super built-up  Area,2.00,45.00,3.00
3407,3407,Built-up  Area,3.00,65.00,2.00
3408,3408,Built-up  Area,2.00,68.00,4.00
3409,3409,Super built-up  Area,2.00,199.00,3.00
3410,3410,Built-up  Area,0.00,40.00,3.00
3411,3411,Super built-up  Area,2.00,90.00,3.00
3412,3412,Carpet  Area,1.00,90.00,3.00
3413,3413,Super built-up  Area,2.00,120.00,4.00
3414,3414,Super built-up  Area,3.00,220.00,4.00
3415,3415,Super built-up  Area,2.00,131.00,3.00
3416,3416,Built-up  Area,3.00,40.00,2.00
3417,3417,Built-up  Area,2.00,27.00,2.00
3418,3418,Plot  Area,1.00,128.00,5.00
3419,3419,Plot  Area,0.00,225.00,2.00
3420,3420,Super built-up  Area,2.00,62.00,2.00
3421,3421,Super built-up  Area,1.00,36.00,2.00
3422,3422,Built-up  Area,2.00,43.00,2.00
3423,3423,Built-up  Area,2.00,72.00,3.00
3424,3424,Carpet  Area,1.00,121.00,4.00
3425,3425,Super built-up  Area,0.00,720.00,5.00
3426,3426,Super built-up  Area,1.00,59.60,3.00
3427,3427,Built-up  Area,0.00,99.00,4.00
3428,3428,Super built-up  Area,2.00,57.00,2.00
3429,3429,Built-up  Area,2.00,63.00,2.00
3430,3430,Super built-up  Area,3.00,230.00,4.00
3431,3431,Built-up  Area,2.00,44.00,2.00
3432,3432,Super built-up  Area,2.00,39.00,2.00
3433,3433,Plot  Area,1.00,95.00,4.00
3434,3434,Super built-up  Area,2.00,100.00,2.00
3435,3435,Super built-up  Area,1.00,36.85,1.00
3436,3436,Plot  Area,1.00,58.00,2.00
3437,3437,Plot  Area,2.00,63.00,6.00
3438,3438,Super built-up  Area,3.00,160.00,3.00
3439,3439,Plot  Area,0.00,79.00,2.00
3440,3440,Plot  Area,1.00,750.00,6.00
3441,3441,Super built-up  Area,0.00,270.00,3.00
3442,3442,Plot  Area,3.00,100.00,5.00
3443,3443,Super built-up  Area,2.00,65.00,2.00
3444,3444,Super built-up  Area,2.00,61.74,2.00
3445,3445,Plot  Area,2.00,145.00,4.00
3446,3446,Super built-up  Area,2.00,94.00,3.00
3447,3447,Super built-up  Area,2.00,286.00,3.00
3448,3448,Super built-up  Area,3.00,71.00,3.00
3449,3449,Super built-up  Area,3.00,80.00,3.00
3450,3450,Plot  Area,1.00,140.00,5.00
3451,3451,Built-up  Area,0.00,250.00,5.00
3452,3452,Super built-up  Area,2.00,48.00,2.00
3453,3453,Super built-up  Area,1.00,20.00,1.00
3454,3454,Super built-up  Area,0.00,120.00,2.00
3455,3455,Super built-up  Area,1.00,43.92,2.00
3456,3456,Super built-up  Area,1.00,115.00,3.00
3457,3457,Built-up  Area,3.00,400.00,3.00
3458,3458,Super built-up  Area,2.00,86.91,3.00
3459,3459,Plot  Area,1.00,380.00,3.00
3460,3460,Plot  Area,2.00,600.00,4.00
3461,3461,Plot  Area,0.00,68.00,2.00
3462,3462,Super built-up  Area,1.00,87.01,3.00
3463,3463,Built-up  Area,2.00,116.00,3.00
3464,3464,Super built-up  Area,1.00,35.00,1.00
3465,3465,Super built-up  Area,1.00,50.53,2.00
3466,3466,Built-up  Area,0.00,130.00,6.00
3467,3467,Super built-up  Area,2.00,85.00,3.00
3468,3468,Super built-up  Area,0.00,49.48,2.00
3469,3469,Plot  Area,2.00,110.00,4.00
3470,3470,Super built-up  Area,2.00,150.00,3.00
3471,3471,Carpet  Area,2.00,53.00,3.00
3472,3472,Super built-up  Area,0.00,150.00,3.00
3473,3473,Super built-up  Area,1.00,33.00,2.00
3474,3474,Super built-up  Area,2.00,48.00,2.00
3475,3475,Super built-up  Area,3.00,74.00,2.00
3476,3476,Built-up  Area,3.00,75.00,3.00
3477,3477,Super built-up  Area,2.00,56.00,2.00
3478,3478,Plot  Area,2.00,130.00,3.00
3479,3479,Built-up  Area,2.00,55.00,2.00
3480,3480,Built-up  Area,1.00,180.00,3.00
3481,3481,Super built-up  Area,0.00,157.00,3.00
3482,3482,Plot  Area,0.00,160.00,2.00
3483,3483,Plot  Area,0.00,275.00,6.00
3484,3484,Super built-up  Area,2.00,260.00,3.00
3485,3485,Super built-up  Area,1.00,44.00,2.00
3486,3486,Super built-up  Area,2.00,225.00,3.00
3487,3487,Built-up  Area,1.00,29.46,2.00
3488,3488,Super built-up  Area,3.00,55.00,3.00
3489,3489,Plot  Area,1.00,158.00,4.00
3490,3490,Plot  Area,1.00,180.00,4.00
3491,3491,Super built-up  Area,1.00,47.00,2.00
3492,3492,Super built-up  Area,1.00,34.50,2.00
3493,3493,Super built-up  Area,1.00,115.00,2.00
3494,3494,Built-up  Area,1.00,84.00,2.00
3495,3495,Plot  Area,1.00,62.10,1.00
3496,3496,Built-up  Area,3.00,50.00,2.00
3497,3497,Built-up  Area,2.00,36.50,1.00
3498,3498,Super built-up  Area,2.00,155.00,3.00
3499,3499,Super built-up  Area,1.00,103.00,3.00
3500,3500,Super built-up  Area,3.00,77.00,3.00
3501,3501,Super built-up  Area,2.00,70.00,3.00
3502,3502,Super built-up  Area,3.00,45.00,2.00
3503,3503,Super built-up  Area,1.00,40.00,1.00
3504,3504,Super built-up  Area,3.00,42.00,2.00
3505,3505,Super built-up  Area,2.00,57.00,2.00
3506,3506,Plot  Area,1.00,185.00,5.00
3507,3507,Super built-up  Area,1.00,52.00,2.00
3508,3508,Super built-up  Area,1.00,54.00,2.00
3509,3509,Plot  Area,2.00,149.00,3.00
3510,3510,Super built-up  Area,2.00,41.58,3.00
3511,3511,Plot  Area,2.00,225.00,7.00
3512,3512,Super built-up  Area,1.00,98.30,3.00
3513,3513,Plot  Area,1.00,41.00,1.00
3514,3514,Built-up  Area,2.00,290.00,4.00
3515,3515,Super built-up  Area,2.00,60.00,2.00
3516,3516,Plot  Area,1.00,216.00,2.00
3517,3517,Super built-up  Area,1.00,58.00,2.00
3518,3518,Super built-up  Area,3.00,475.00,4.00
3519,3519,Built-up  Area,2.00,89.00,3.00
3520,3520,Super built-up  Area,2.00,132.00,3.00
3521,3521,Plot  Area,1.00,125.00,2.00
3522,3522,Super built-up  Area,2.00,110.00,3.00
3523,3523,Plot  Area,0.00,105.00,10.00
3524,3524,Super built-up  Area,0.00,450.00,4.00
3525,3525,Plot  Area,1.00,130.00,2.00
3526,3526,Plot  Area,0.00,95.00,3.00
3527,3527,Plot  Area,2.00,350.00,8.00
3528,3528,Built-up  Area,1.00,175.00,4.00
3529,3529,Super built-up  Area,2.00,38.55,2.00
3530,3530,Super built-up  Area,1.00,30.00,1.00
3531,3531,Plot  Area,1.00,98.00,3.00
3532,3532,Built-up  Area,1.00,162.00,1.00
3533,3533,Super built-up  Area,1.00,81.00,2.00
3534,3534,Plot  Area,2.00,130.00,3.00
3535,3535,Super built-up  Area,2.00,75.00,3.00
3536,3536,Plot  Area,0.00,62.00,5.00
3537,3537,Super built-up  Area,1.00,54.54,2.00
3538,3538,Super built-up  Area,0.00,220.00,4.00
3539,3539,Built-up  Area,0.00,650.00,1.00
3540,3540,Super built-up  Area,1.00,60.84,1.00
3541,3541,Super built-up  Area,2.00,360.00,4.00
3542,3542,Super built-up  Area,2.00,48.00,2.00
3543,3543,Super built-up  Area,2.00,79.50,2.00
3544,3544,Super built-up  Area,0.00,93.87,3.00
3545,3545,Built-up  Area,2.00,85.00,3.00
3546,3546,Super built-up  Area,2.00,31.50,3.00
3547,3547,Super built-up  Area,1.00,48.00,3.00
3548,3548,Built-up  Area,0.00,70.00,1.00
3549,3549,Super built-up  Area,1.00,35.00,2.00
3550,3550,Built-up  Area,0.00,290.00,5.00
3551,3551,Super built-up  Area,1.00,66.48,2.00
3552,3552,Super built-up  Area,1.00,39.50,2.00
3553,3553,Super built-up  Area,2.00,93.25,3.00
3554,3554,Super built-up  Area,2.00,48.42,2.00
3555,3555,Super built-up  Area,2.00,425.00,3.00
3556,3556,Super built-up  Area,2.00,110.00,3.00
3557,3557,Super built-up  Area,1.00,385.00,4.00
3558,3558,Super built-up  Area,3.00,100.00,3.00
3559,3559,Built-up  Area,1.00,55.00,3.00
3560,3560,Built-up  Area,2.00,54.00,3.00
